rank,player_id,name,conservative_rating,rating,rd,sets_played
264,1807531,CTG | AnthonyIsntCool,1688.1,2131.8,221.8,6
265,185802,GTH | EJJ,1686.6,1810.3,61.9,103
266,65516,Sin | SMB,1686.1,1860.7,87.3,40
267,171393,MNI,1684.7,1813.9,64.6,75
268,1992892,CS,1684.3,1815.1,65.4,87
269,2202094,CSH | Kayjun Lady,1684.3,1773.8,44.7,360
270,586229,Jules,1684.0,1829.2,72.6,46
271,774806,VB3,1683.0,1790.5,53.8,139
272,649442,TK1,1682.7,1782.1,49.7,1063
273,245443,coffeebug,1682.7,1808.7,63.0,680
274,1591717,FrBz | Keykard,1682.2,1925.3,121.6,89
275,1529247,Mellow,1682.0,1804.5,61.3,100
276,2465656,loq | gwyn,1681.8,1827.1,72.7,37
277,1804240,.wav | Croix,1681.4,1777.7,48.2,120
278,36972,XL | Kwaz,1681.2,2117.7,218.2,3
279,2384793,SBU | Steve,1681.0,1816.3,67.6,76
280,184005,ShinyMark / MkLeo,1681.0,2235.6,277.3,2
281,544114,Derpager,1679.1,1953.0,137.0,104
282,3029296,fg / DC3 | Mikey!,1678.5,1799.7,60.6,80
283,2243550,StarForce,1678.4,1786.0,53.8,173
284,1430481,ARIES,1678.2,1799.1,60.4,125
285,2980064,MMG+ | BIG CRUMB,1678.0,1775.9,48.9,200
286,2330376,OE | Menchu,1678.0,1818.7,70.3,77
287,3890634,Xela,1677.6,1832.5,77.5,62
288,2892291,ȺͶŦI_UNKNOWN PlȺYER,1676.9,1786.7,54.9,96
289,275689,WS | DavudTwentySeven (B),1676.8,1784.4,53.8,87
290,1400293,BoY BleaK,1676.3,1968.6,146.2,10
291,51901,Bachilles,1676.2,1786.3,55.0,123
292,155986,Chrin / GOGO,1676.2,1840.4,82.1,451
293,1404744,Fonica,1676.1,1945.0,134.5,9
294,2564154,Louis Dio,1675.9,1804.7,64.4,117
295,2598045,Menbow/めんぼぉ,1675.7,1961.1,142.7,15
296,1721948,Wilsports | Queen,1674.6,1763.2,44.3,238
297,131490,C2F | Grunk,1674.1,1799.4,62.6,88
298,3501232,HoP | Angle,1673.5,1781.2,53.8,123
299,146828,TCT | Naga,1672.3,1799.5,63.6,75
300,734353,WG | MintyFlesh,1671.6,1830.3,79.3,138
301,155168,Dyla,1671.4,1802.4,65.5,70
302,148134,TTD | SWISH,1670.9,1784.6,56.9,95
303,2553113,FalcoJoe,1670.0,1757.6,43.8,162
304,1902502,SBU | MeKa,1669.2,1767.2,49.0,171
305,147886,Xioli,1668.1,1827.7,79.8,106
306,3919918,Revo (B),1667.7,1792.6,62.5,62
307,1816924,Nickxsk,1662.7,1794.7,66.0,50
308,172316,Next | Woozie,1659.8,1771.6,55.9,88
309,2379973,131 | Ham Burrito,1658.2,1770.2,56.0,106
310,3798390,Acey,1658.0,1806.7,74.4,47
311,1063242,glob?!,1656.9,1796.4,69.7,74
312,1007446,E_01,1656.7,2101.6,222.4,5
313,1809569,RyandotSly,1656.5,1805.4,74.5,81
314,2583231,GRNT CHP VB3 | Louie,1656.4,1746.2,44.9,211
315,240751,Team Wex | Wex,1656.1,1754.9,49.4,262
316,614049,MouseRat,1654.3,1786.8,66.2,57
317,261142,Djohnmark,1654.0,1841.5,93.8,437
318,5029272,MCU | | Matt MurDoc,1652.1,1796.9,72.4,56
319,869771,SU | Kipp,1650.9,1970.1,159.6,7
320,4910318,ttvBlitzNYC,1649.7,1793.2,71.7,48
321,11136,Rawk,1649.5,1811.3,80.9,71
322,800407,Tom,1649.0,1742.5,46.7,524
323,4451542,SBU | Grosssshi,1648.9,1952.4,151.7,16
324,2352081,TheRam,1648.4,1758.0,54.8,114
325,1595628,FC | G-XTREME,1647.9,1838.3,95.2,226
326,3573687,Mr. Matty O,1646.4,1801.0,77.3,64
327,4008986,LYM? | Eleventy1,1646.0,1852.3,103.1,18
328,1671986,Chud | BigGubGubFan67,1646.0,1917.7,135.8,11
329,70210,TRL,1645.6,1859.3,106.9,78
