rank,player_id,name,conservative_rating,rating,rd,sets_played
684,1004616,el tumi,957.5,1302.5,172.5,94
685,4632807,thederpybird,954.4,1446.9,246.3,3
686,1500251,CC | Bizcocho,953.0,1304.5,175.8,95
687,1332566,USA | Kibbss,949.3,1582.0,316.4,2
688,1659305,MC | Ryzoluca,948.7,1256.7,154.0,57
689,67166,Figs / IamLuffytv,946.4,1443.2,248.4,7
690,1437154,TammEsports | toastly!,941.1,1376.6,217.7,10
691,1210502,iLuvJesus | Bulbasir,940.4,1329.5,194.5,5
692,4341096,JAVI,940.1,1291.8,175.8,6
693,3384296,Luna,939.3,1372.4,216.5,3
694,2162564,CreamedLad,935.1,1318.2,191.5,5
695,606124,SSF2 | PlayfulPiano,933.2,1429.7,248.2,3
696,822534,CC | Vetta,932.3,1310.2,189.0,181
697,1477426,SkilledRoy,929.2,1254.5,162.7,163
698,1650939,Jay Razor,927.4,1418.1,245.3,4
699,1609844,Premasaur,925.7,1591.3,332.8,1
700,1274,Black Mamba,925.7,1591.3,332.8,1
701,1586196,Status Quo,925.7,1591.3,332.8,1
702,41440,Master J.J.,924.0,1115.6,95.8,87
703,29507,21S | Skyhook,921.0,1475.8,277.4,2
704,2384154,Eco,920.7,1428.5,253.9,2
705,3471609,WOKE 2 | justrailly,916.3,1127.8,105.7,78
706,1471662,Carmel,915.5,1310.8,197.7,6
707,995288,BeerdGamer,914.1,1412.7,249.3,8
708,4531433,Edgyninja,913.9,1119.2,102.7,37
709,5341035,Slaughter,912.9,1202.9,145.0,10
710,3545813,DrummerOfMetallica,912.2,1324.8,206.3,5
711,250041,GODFiDENT / AscendX,912.2,1250.4,169.1,70
712,1811106,poem.,905.9,1301.4,197.7,4
713,5532492,BerrysNCream,905.6,1244.7,169.6,5
714,2414864,TekkNick,904.7,1269.9,182.6,27
715,1441578,Happy Burns,904.6,1566.1,330.8,1
716,3038753,HomeFries,903.4,1285.2,190.9,6
717,224062,Nick,902.6,1356.5,227.0,2
718,3623611,Stix Shakur,902.4,1092.2,94.9,70
719,3118355,CheeZYBrED,900.0,1199.0,149.5,22
720,3121363,King Midas,899.0,1268.9,184.9,7
721,1894408,Emzy,896.7,1297.3,200.3,6
722,152312,HexagonBear,896.2,1158.8,131.3,35
723,2811030,LuminaryEnds,894.5,1378.1,241.8,2
724,1025526,DED | mdemz,894.3,1244.9,175.3,146
725,5471435,ColaBriss,894.0,1189.4,147.7,8
726,2155538,OE | zawg,889.5,1376.9,243.7,2
727,5440373,Flimmy,888.4,1251.8,181.7,4
728,677867,JazzerThighs,888.0,1402.0,257.0,3
729,4169800,lynxcero,888.0,1310.5,211.3,4
730,2495516,CringeBaby,884.2,1276.4,196.1,5
731,804317,Stormblessed,882.4,1322.9,220.2,8
732,1375339,Sansmyman,882.2,1470.4,294.1,3
733,4922506,joueur,880.0,1227.6,173.8,5
734,1886939,Vorhees,879.4,1220.1,170.4,9
735,4566783,Altar,878.9,1074.0,97.6,47
736,2345159,MOB | JUBBAJUBBA,877.8,1116.0,119.1,35
737,1805042,Stromboli,876.9,1078.6,100.8,165
